,ds,y,avg_temp,precip_accum,swe,hist_avg_y
0,1990-01-01,6.5,19.0,5.6,4.8,6.43774193548387
1,1990-01-02,6.9,16.0,5.7,4.8,6.50225806451613
2,1990-01-03,6.9,2.0,5.7,4.8,6.673225806451614
3,1990-01-04,6.8,-2.0,5.7,4.8,6.738387096774196
4,1990-01-05,7.3,1.0,5.7,4.8,6.955806451612904
5,1990-01-06,7.0,9.0,5.7,4.9,6.699032258064517
6,1990-01-07,6.9,17.0,5.7,4.9,6.110322580645163
7,1990-01-08,7.2,22.0,5.7,4.9,5.82193548387097
8,1990-01-09,7.7,25.0,6.2,5.3,5.57774193548387
9,1990-01-10,7.3,30.0,6.2,5.4,5.306451612903225
10,1990-01-11,7.1,27.0,6.2,5.4,5.2683870967741955
11,1990-01-12,7.0,25.0,6.2,5.4,5.232258064516129
12,1990-01-13,7.0,22.0,6.2,5.4,5.1654838709677415
13,1990-01-14,7.2,18.0,6.3,5.5,5.147419354838711
14,1990-01-15,6.9,13.0,6.3,5.5,5.056451612903225
15,1990-01-16,7.0,7.0,6.3,5.5,5.0367741935483865
16,1990-01-17,6.7,7.0,6.3,5.5,4.975483870967741
17,1990-01-18,6.8,8.0,6.4,5.6,4.791290322580646
18,1990-01-19,7.1,8.0,6.6,5.7,4.731612903225807
19,1990-01-20,6.9,5.0,6.8,6.0,4.719032258064518
20,1990-01-21,6.4,11.0,6.8,6.0,4.551290322580646
21,1990-01-22,6.6,23.0,6.9,6.0,4.547419354838711
22,1990-01-23,6.4,11.0,6.9,6.0,4.535806451612903
23,1990-01-24,6.9,-3.0,7.0,6.2,4.578709677419356
24,1990-01-25,6.4,10.0,7.1,6.4,4.540645161290323
25,1990-01-26,6.4,20.0,7.2,6.6,4.409677419354839
26,1990-01-27,6.4,-5.0,7.2,6.7,4.40225806451613
27,1990-01-28,6.1,1.0,7.2,6.7,4.382903225806452
28,1990-01-29,7.1,7.0,7.3,6.8,4.338709677419355
29,1990-01-30,7.0,17.0,7.6,7.1,4.33483870967742
30,1990-01-31,6.5,17.0,7.7,7.1,4.319032258064516
31,1990-02-01,6.4,13.0,7.7,7.2,4.593548387096775
32,1990-02-02,6.1,4.0,7.7,7.2,4.564516129032259
33,1990-02-03,5.8,3.0,7.7,7.2,4.433548387096775
34,1990-02-04,5.7,18.0,7.7,7.2,4.330000000000002
35,1990-02-05,5.7,13.0,7.7,7.2,4.29741935483871
36,1990-02-06,5.7,4.0,7.7,7.2,4.199354838709678
37,1990-02-07,5.7,15.0,7.7,7.2,4.207741935483873
38,1990-02-08,5.6,7.0,7.7,7.2,4.251612903225807
39,1990-02-09,5.4,2.0,7.8,7.3,4.272258064516128
40,1990-02-10,5.3,16.0,7.8,7.3,4.29258064516129
41,1990-02-11,5.3,25.0,7.9,7.4,4.220645161290323
42,1990-02-12,5.4,28.0,7.9,7.4,4.162903225806451
43,1990-02-13,5.6,20.0,7.9,7.4,4.158064516129032
44,1990-02-14,5.4,8.0,7.9,7.4,4.1329032258064515
45,1990-02-15,5.9,-5.0,8.1,7.6,4.087096774193548
46,1990-02-16,5.4,1.0,8.3,7.8,4.080322580645161
47,1990-02-17,5.0,10.0,8.3,7.8,4.080967741935484
48,1990-02-18,4.9,15.0,8.4,7.8,4.10516129032258
49,1990-02-19,4.7,5.0,8.4,7.9,4.039354838709677
50,1990-02-20,4.8,16.0,8.5,7.9,4.045806451612902
51,1990-02-21,4.9,9.0,8.5,7.9,4.059354838709678
52,1990-02-22,5.0,11.0,8.5,8.0,4.023870967741936
53,1990-02-23,4.8,18.0,8.5,8.0,4.106129032258065
54,1990-02-24,4.6,26.0,8.5,8.0,4.148064516129033
55,1990-02-25,4.5,27.0,8.5,8.0,4.1325806451612905
56,1990-02-26,4.3,26.0,8.5,8.0,4.089677419354839
57,1990-02-27,3.6,20.0,8.5,8.0,3.97483870967742
58,1990-02-28,4.7,18.0,8.8,8.3,4.05516129032258
59,1990-03-01,4.8,17.0,8.8,8.3,4.151290322580646
60,1990-03-02,4.7,19.0,8.8,8.3,4.402903225806452
61,1990-03-03,4.6,24.0,8.9,8.3,4.492258064516129
62,1990-03-04,4.7,23.0,9.0,8.4,4.466774193548387
63,1990-03-05,4.8,21.0,9.0,8.4,4.420645161290325
64,1990-03-06,6.1,15.0,9.5,8.9,4.5125806451612895
65,1990-03-07,5.5,14.0,9.8,9.3,4.402903225806451
66,1990-03-08,4.9,24.0,9.9,9.4,4.348064516129031
67,1990-03-09,4.6,22.0,10.0,9.4,4.2777419354838715
68,1990-03-10,4.6,27.0,10.0,9.4,4.127096774193549
69,1990-03-11,4.6,26.0,10.0,9.4,3.9219354838709677
70,1990-03-12,4.8,18.0,10.0,9.4,3.911612903225807
71,1990-03-13,5.6,9.0,10.1,9.5,3.855161290322581
72,1990-03-14,5.1,4.0,10.6,10.0,3.738709677419355
73,1990-03-15,4.7,8.0,10.6,10.0,3.7383870967741935
74,1990-03-16,4.7,11.0,10.6,10.1,3.778064516129033
75,1990-03-17,4.5,11.0,10.6,10.1,3.8283870967741933
76,1990-03-18,4.8,20.0,10.7,10.1,4.034516129032259
77,1990-03-19,4.6,24.0,10.7,10.1,4.14483870967742
78,1990-03-20,4.6,30.0,10.8,10.1,4.203225806451612
79,1990-03-21,4.7,28.0,10.8,10.1,4.32032258064516
80,1990-03-22,4.8,32.0,10.8,10.2,4.529032258064516
81,1990-03-23,5.0,28.0,10.8,10.2,4.933870967741935
82,1990-03-24,5.1,28.0,10.8,10.2,4.881290322580645
83,1990-03-25,5.1,29.0,10.8,10.2,4.887741935483872
84,1990-03-26,5.3,31.0,10.8,10.2,4.870645161290321
85,1990-03-27,5.6,29.0,10.8,10.2,4.956129032258064
86,1990-03-28,6.3,22.0,10.9,10.2,5.087741935483871
87,1990-03-29,6.1,18.0,12.1,11.2,5.127741935483871
88,1990-03-30,5.6,20.0,12.2,11.4,5.1661290322580635
89,1990-03-31,5.4,21.0,12.5,11.6,5.546451612903225
90,1990-04-01,5.0,25.0,12.5,11.7,6.3112903225806445
91,1990-04-02,5.0,25.0,12.6,11.7,6.440645161290323
92,1990-04-03,5.5,28.0,12.6,11.7,6.47032258064516
93,1990-04-04,6.0,30.0,12.6,11.7,6.311612903225806
94,1990-04-05,6.7,26.0,12.7,11.7,6.159354838709677
95,1990-04-06,6.8,24.0,13.3,12.1,6.095161290322581
96,1990-04-07,6.2,29.0,13.3,12.2,6.276774193548386
97,1990-04-08,6.5,30.0,13.5,12.2,6.82774193548387
98,1990-04-09,6.9,20.0,13.5,12.3,7.1174193548387095
99,1990-04-10,6.8,26.0,13.6,12.5,7.490645161290323
100,1990-04-11,7.1,31.0,13.7,12.5,7.668387096774193
101,1990-04-12,7.5,28.0,13.7,12.6,7.698709677419355
102,1990-04-13,8.2,27.0,13.9,12.6,7.849032258064515
103,1990-04-14,7.9,35.0,14.0,12.7,8.235483870967743
104,1990-04-15,9.6,37.0,14.0,12.6,8.743548387096775
105,1990-04-16,12.0,35.0,14.0,12.2,9.048387096774194
106,1990-04-17,13.0,28.0,14.1,11.9,9.458709677419355
107,1990-04-18,13.0,31.0,14.2,11.8,10.211935483870969
108,1990-04-19,15.0,29.0,14.8,12.2,10.63741935483871
109,1990-04-20,14.0,31.0,15.2,12.4,10.902580645161292
110,1990-04-21,16.0,34.0,15.3,12.5,11.619032258064514
111,1990-04-22,20.0,36.0,15.3,12.4,12.386129032258065
112,1990-04-23,23.0,34.0,15.3,12.3,13.06967741935484
113,1990-04-24,24.0,30.0,15.3,12.2,14.035806451612903
114,1990-04-25,20.0,26.0,15.3,12.2,14.11967741935484
115,1990-04-26,17.0,22.0,15.6,12.3,14.452580645161293
116,1990-04-27,15.0,19.0,15.8,12.5,15.029032258064515
117,1990-04-28,15.0,31.0,16.4,13.0,17.33225806451613
118,1990-04-29,15.0,15.0,16.7,13.4,19.85483870967742
119,1990-04-30,13.0,17.0,17.1,13.8,21.13225806451613
120,1990-05-01,12.0,22.0,17.4,14.0,21.477419354838712
121,1990-05-02,12.0,26.0,17.5,14.1,21.16451612903225
122,1990-05-03,12.0,28.0,17.5,14.1,20.393548387096775
123,1990-05-04,12.0,25.0,17.5,14.1,21.764516129032252
124,1990-05-05,13.0,29.0,17.8,14.3,24.132258064516126
125,1990-05-06,14.0,37.0,17.8,14.2,22.645161290322577
126,1990-05-07,20.0,37.0,17.9,14.1,26.996774193548386
127,1990-05-08,26.0,31.0,18.1,14.3,29.725806451612907
128,1990-05-09,24.0,23.0,18.3,14.2,29.932258064516127
129,1990-05-10,21.0,36.0,18.4,14.2,30.95161290322581
130,1990-05-11,24.0,29.0,18.5,13.7,31.73870967741935
131,1990-05-12,20.0,30.0,18.7,13.5,33.58387096774194
132,1990-05-13,20.0,35.0,18.8,13.4,36.56774193548387
133,1990-05-14,23.0,34.0,18.8,13.1,40.09677419354839
134,1990-05-15,24.0,29.0,18.9,12.7,43.23548387096775
135,1990-05-16,24.0,25.0,19.6,13.1,47.251612903225805
136,1990-05-17,21.0,35.0,19.7,13.2,53.17741935483872
137,1990-05-18,23.0,37.0,19.7,13.0,55.65161290322582
138,1990-05-19,24.0,36.0,19.7,12.6,59.83870967741935
139,1990-05-20,27.0,35.0,19.7,12.3,62.19677419354839
140,1990-05-21,29.0,40.0,19.7,11.8,63.08064516129032
141,1990-05-22,35.0,45.0,19.7,10.9,65.45161290322581
142,1990-05-23,49.0,46.0,19.7,10.1,68.80000000000001
143,1990-05-24,57.0,42.0,19.7,9.0,71.26774193548387
144,1990-05-25,61.0,40.0,19.7,8.1,73.15806451612902
145,1990-05-26,62.0,38.0,19.7,7.0,71.92258064516129
146,1990-05-27,61.0,38.0,19.7,6.2,72.84516129032258
147,1990-05-28,69.0,38.0,19.7,5.3,77.30967741935483
148,1990-05-29,85.0,33.0,19.8,4.6,83.53870967741936
149,1990-05-30,69.0,37.0,19.8,4.1,88.97741935483872
150,1990-05-31,69.0,40.0,19.9,3.6,89.05161290322582
151,1990-06-01,72.0,31.0,19.9,2.6,94.54193548387096
152,1990-06-02,67.0,31.0,19.9,2.3,99.19999999999999
153,1990-06-03,65.0,42.0,19.9,1.4,103.3
154,1990-06-04,78.0,50.0,19.9,0.1,106.57419354838709
155,1990-06-05,98.0,51.0,19.9,0.0,111.74516129032257
156,1990-06-06,108.0,50.0,19.9,0.0,115.6258064516129
157,1990-06-07,112.0,48.0,19.9,0.0,119.50967741935484
158,1990-06-08,118.0,48.0,19.9,0.0,120.92258064516129
159,1990-06-09,115.0,47.0,19.9,0.0,122.08387096774193
160,1990-06-10,118.0,45.0,20.0,0.0,121.28064516129034
161,1990-06-11,112.0,48.0,20.0,0.0,120.99032258064517
162,1990-06-12,107.0,42.0,20.0,0.0,124.86774193548388
163,1990-06-13,95.0,48.0,20.0,0.0,123.11612903225806
164,1990-06-14,89.0,48.0,20.0,0.0,122.90967741935485
165,1990-06-15,83.0,46.0,20.0,0.0,120.18709677419355
166,1990-06-16,75.0,42.0,20.0,0.0,120.2258064516129
167,1990-06-17,68.0,47.0,20.0,0.0,126.78709677419356
168,1990-06-18,63.0,54.0,20.0,0.0,130.86451612903224
169,1990-06-19,60.0,44.0,20.0,0.0,125.95483870967742
170,1990-06-20,56.0,47.0,20.0,0.0,126.21935483870966
171,1990-06-21,53.0,47.0,20.0,0.0,128.42580645161289
172,1990-06-22,49.0,51.0,20.0,0.0,127.28709677419354
173,1990-06-23,46.0,57.0,20.0,0.0,125.26774193548388
174,1990-06-24,43.0,57.0,20.0,0.0,120.08064516129032
175,1990-06-25,41.0,54.0,20.0,0.0,115.52580645161291
176,1990-06-26,40.0,56.0,20.0,0.0,112.11935483870968
177,1990-06-27,37.0,58.0,20.0,0.0,110.20322580645161
178,1990-06-28,35.0,64.0,20.0,0.0,106.68709677419355
179,1990-06-29,33.0,58.0,20.0,0.0,104.95483870967742
180,1990-06-30,31.0,57.0,20.0,0.0,105.2709677419355
181,1990-07-01,31.0,56.0,20.0,0.0,107.80645161290323
182,1990-07-02,29.0,59.0,20.0,0.0,103.60000000000001
183,1990-07-03,30.0,46.0,20.0,0.0,102.7258064516129
184,1990-07-04,31.0,47.0,20.2,0.0,99.29354838709678
185,1990-07-05,29.0,49.0,20.3,0.0,94.05161290322582
186,1990-07-06,30.0,48.0,20.5,0.0,91.24516129032257
187,1990-07-07,30.0,49.0,20.5,0.0,90.02580645161291
188,1990-07-08,32.0,44.0,20.7,0.0,93.51935483870967
189,1990-07-09,31.0,48.0,21.1,0.0,94.2290322580645
190,1990-07-10,28.0,47.0,21.1,0.0,93.2
191,1990-07-11,26.0,40.0,21.1,0.0,94.40322580645162
192,1990-07-12,24.0,48.0,21.1,0.0,94.03548387096775
193,1990-07-13,23.0,46.0,21.1,0.0,88.44838709677418
194,1990-07-14,25.0,42.0,21.1,0.0,83.45806451612903
195,1990-07-15,25.0,44.0,21.3,0.0,77.65161290322581
196,1990-07-16,24.0,45.0,21.4,0.0,73.76451612903227
197,1990-07-17,25.0,52.0,21.5,0.0,75.06774193548387
198,1990-07-18,22.0,48.0,21.5,0.0,73.57096774193549
199,1990-07-19,21.0,49.0,21.6,0.0,75.08709677419354
200,1990-07-20,20.0,46.0,21.7,0.0,65.81290322580645
201,1990-07-21,24.0,40.0,22.0,0.0,62.622580645161285
202,1990-07-22,23.0,43.0,22.3,0.0,60.380645161290325
203,1990-07-23,20.0,45.0,22.3,0.0,56.82258064516128
204,1990-07-24,19.0,46.0,22.3,0.0,59.83548387096774
205,1990-07-25,19.0,47.0,22.5,0.0,61.73548387096774
206,1990-07-26,17.0,51.0,22.5,0.0,61.12580645161291
207,1990-07-27,15.0,51.0,22.5,0.0,56.267741935483876
208,1990-07-28,15.0,48.0,22.5,0.0,53.94193548387097
209,1990-07-29,26.0,46.0,22.5,0.0,57.15806451612904
210,1990-07-30,30.0,44.0,22.6,0.0,57.70967741935484
211,1990-07-31,30.0,47.0,22.6,0.0,55.79354838709677
212,1990-08-01,28.0,44.0,22.6,0.0,54.319354870967736
213,1990-08-02,29.0,40.0,23.0,0.0,54.30000003225806
214,1990-08-03,29.0,45.0,23.0,0.0,54.109677451612896
215,1990-08-04,27.0,42.0,23.0,0.0,50.883871
216,1990-08-05,26.0,43.0,23.1,0.0,48.55161293548387
217,1990-08-06,25.0,46.0,23.1,0.0,46.19677422580645
218,1990-08-07,23.0,50.0,23.1,0.0,44.88709680645161
219,1990-08-08,22.0,48.0,23.1,0.0,42.2
220,1990-08-09,22.0,51.0,23.1,0.0,39.993548322580644
221,1990-08-10,21.0,49.0,23.1,0.0,37.49032261290323
222,1990-08-11,22.0,49.0,23.2,0.0,37.67096780645162
223,1990-08-12,23.0,41.0,23.2,0.0,36.374193580645155
224,1990-08-13,27.0,44.0,23.8,0.0,35.561290387096776
225,1990-08-14,25.0,43.0,23.9,0.0,35.622580677419364
226,1990-08-15,25.0,42.0,24.0,0.0,33.409677419354836
227,1990-08-16,34.0,44.0,24.6,0.0,31.877419322580643
228,1990-08-17,30.0,40.0,24.6,0.0,32.487096838709675
229,1990-08-18,31.0,42.0,24.7,0.0,32.30516132258065
230,1990-08-19,33.0,46.0,24.9,0.0,32.52935483870968
231,1990-08-20,29.0,39.0,24.9,0.0,31.338709677419356
232,1990-08-21,29.0,47.0,25.0,0.0,28.716129032258063
233,1990-08-22,29.0,42.0,25.2,0.0,29.016129032258064
234,1990-08-23,29.0,44.0,25.2,0.0,29.99354835483871
235,1990-08-24,27.0,44.0,25.2,0.0,31.8419354516129
236,1990-08-25,24.0,49.0,25.2,0.0,30.516129064516136
237,1990-08-26,25.0,51.0,25.2,0.0,30.729032290322582
238,1990-08-27,25.0,53.0,25.2,0.0,30.274193580645164
239,1990-08-28,23.0,52.0,25.2,0.0,30.203225806451613
240,1990-08-29,23.0,54.0,25.2,0.0,29.964516161290323
241,1990-08-30,23.0,55.0,25.2,0.0,29.163225806451614
242,1990-08-31,23.0,51.0,25.2,0.0,28.833225806451615
243,1990-09-01,24.0,49.0,25.2,0.0,28.232258096774192
244,1990-09-02,30.0,50.0,25.7,0.0,27.961290290322584
245,1990-09-03,30.0,50.0,25.7,0.0,27.43548387096774
246,1990-09-04,34.0,49.0,25.8,0.0,26.293548387096767
247,1990-09-05,36.0,44.0,26.5,0.0,25.870967741935488
248,1990-09-06,35.0,44.0,26.6,0.0,25.254838741935483
249,1990-09-07,33.0,38.0,26.6,0.0,25.94193551612904
250,1990-09-08,31.0,46.0,26.6,0.0,26.04193551612903
251,1990-09-09,30.0,45.0,26.6,0.0,25.30612906451613
252,1990-09-10,29.0,45.0,26.7,0.0,25.3719354516129
253,1990-09-11,27.0,49.0,26.7,0.0,25.19000000000001
254,1990-09-12,26.0,52.0,26.7,0.0,26.910967741935483
255,1990-09-13,24.0,54.0,26.7,0.0,28.383548387096774
256,1990-09-14,22.0,51.0,26.7,0.0,27.261290322580646
257,1990-09-15,21.0,51.0,26.7,0.0,24.525806451612905
258,1990-09-16,20.0,38.0,26.7,0.0,23.96774193548387
259,1990-09-17,22.0,36.0,27.0,0.0,23.696774193548386
260,1990-09-18,23.0,38.0,27.1,0.0,23.9258064516129
261,1990-09-19,29.0,35.0,27.6,0.0,23.05161290322581
262,1990-09-20,27.0,36.0,27.7,0.0,21.919032258064515
263,1990-09-21,26.0,39.0,27.7,0.0,21.505806451612905
264,1990-09-22,25.0,40.0,27.7,0.0,21.74193548387097
265,1990-09-23,23.0,43.0,27.7,0.0,21.85161290322581
266,1990-09-24,22.0,42.0,27.7,0.0,21.08387096774194
267,1990-09-25,22.0,40.0,27.7,0.0,20.351612903225806
268,1990-09-26,30.0,39.0,28.0,0.0,20.077419354838714
269,1990-09-27,28.0,37.0,28.0,0.0,19.129032258064516
270,1990-09-28,30.0,34.0,28.3,0.0,18.45709677419355
271,1990-09-29,32.0,33.0,28.7,0.0,18.421612903225807
272,1990-09-30,30.0,37.0,28.8,0.0,19.033870967741937
273,1990-10-01,29.0,40.0,0.0,0.0,19.707741935483874
274,1990-10-02,28.0,33.0,0.0,0.0,19.70516129032258
275,1990-10-03,30.0,28.0,0.3,0.0,20.093870967741935
276,1990-10-04,28.0,39.0,0.4,0.0,20.10258064516129
277,1990-10-05,27.0,44.0,0.4,0.0,19.23032258064516
278,1990-10-06,27.0,40.0,0.4,0.0,19.219354838709677
279,1990-10-07,26.0,31.0,0.4,0.0,19.616129032258065
280,1990-10-08,29.0,17.0,0.8,0.4,19.24064516129032
281,1990-10-09,26.0,16.0,1.1,0.5,18.48935483870968
282,1990-10-10,25.0,28.0,1.1,0.5,18.521612903225808
283,1990-10-11,27.0,27.0,1.1,0.5,18.652258064516126
284,1990-10-12,24.0,28.0,1.1,0.5,19.06870967741936
285,1990-10-13,23.0,36.0,1.1,0.5,19.436451612903223
286,1990-10-14,23.0,35.0,1.1,0.5,18.91935483870968
287,1990-10-15,22.0,38.0,1.1,0.5,18.85806451612903
288,1990-10-16,21.0,38.0,1.1,0.5,18.480645161290326
289,1990-10-17,23.0,19.0,1.3,0.8,18.532258064516125
290,1990-10-18,20.0,35.0,1.4,1.0,18.319354838709682
291,1990-10-19,22.0,31.0,1.4,1.1,18.232258064516127
292,1990-10-20,24.0,16.0,1.7,1.3,18.196774193548393
293,1990-10-21,21.0,14.0,2.2,1.7,17.861290322580643
294,1990-10-22,19.0,29.0,2.2,1.7,17.03548387096774
295,1990-10-23,21.0,28.0,2.2,1.7,16.419354806451615
296,1990-10-24,21.0,30.0,2.2,1.7,16.57161290322581
297,1990-10-25,20.0,34.0,2.2,1.7,16.496774193548386
298,1990-10-26,18.0,35.0,2.2,1.7,16.267741935483873
299,1990-10-27,17.0,35.0,2.2,1.7,16.103225806451615
300,1990-10-28,17.0,38.0,2.2,1.7,15.916129032258064
301,1990-10-29,16.0,35.0,2.2,1.7,15.958064516129033
302,1990-10-30,16.0,35.0,2.2,1.7,15.597741935483871
303,1990-10-31,15.0,35.0,2.2,1.7,15.53548387096774
304,1990-11-01,15.0,29.0,2.2,1.7,15.535483870967743
305,1990-11-02,15.0,20.0,2.2,1.7,15.119354838709675
306,1990-11-03,14.0,11.0,3.2,2.7,14.596451612903225
307,1990-11-04,14.0,15.0,3.3,2.8,14.445806451612901
308,1990-11-05,15.0,20.0,3.4,2.8,14.509677419354835
309,1990-11-06,15.0,7.0,3.8,3.2,14.580645129032257
310,1990-11-07,13.0,14.0,4.1,3.4,14.990322548387098
311,1990-11-08,13.0,16.0,4.1,3.4,15.384516129032258
312,1990-11-09,12.0,22.0,4.2,3.4,15.735483903225807
313,1990-11-10,13.0,26.0,4.2,3.4,15.667741967741936
314,1990-11-11,12.0,29.0,4.2,3.4,15.767741935483869
315,1990-11-12,12.0,34.0,4.2,3.4,15.587096741935481
316,1990-11-13,12.0,36.0,4.2,3.4,15.109677451612901
317,1990-11-14,12.0,38.0,4.2,3.4,14.819032258064514
318,1990-11-15,12.0,35.0,4.2,3.4,13.853225806451613
319,1990-11-16,12.0,32.0,4.2,3.4,13.649677419354836
320,1990-11-17,12.0,32.0,4.2,3.4,13.364516129032259
321,1990-11-18,12.0,28.0,4.2,3.4,13.280645161290325
322,1990-11-19,12.0,31.0,4.2,3.4,13.458064516129033
323,1990-11-20,13.0,27.0,4.2,3.4,13.445161290322579
324,1990-11-21,13.0,10.0,4.4,3.5,13.661290322580646
325,1990-11-22,12.0,17.0,4.4,3.5,13.593548387096776
326,1990-11-23,11.0,28.0,4.4,3.5,13.53225806451613
327,1990-11-24,11.0,31.0,4.4,3.5,13.563870967741936
328,1990-11-25,11.0,35.0,4.4,3.5,13.161290322580646
329,1990-11-26,12.0,23.0,4.4,3.5,13.061290322580643
330,1990-11-27,12.0,6.0,4.9,4.0,12.825806451612902
331,1990-11-28,12.0,0.0,5.0,4.1,12.622580645161289
332,1990-11-29,11.0,22.0,5.1,4.1,12.412903225806453
333,1990-11-30,11.0,24.0,5.1,4.1,12.40967741935484
334,1990-12-01,10.0,17.0,5.1,4.1,12.151612903225805
335,1990-12-02,10.0,0.0,5.1,4.1,12.232258064516131
336,1990-12-03,9.8,0.0,5.3,4.2,12.338709645161293
337,1990-12-04,9.6,23.0,5.3,4.2,12.512903258064517
338,1990-12-05,9.7,20.0,5.3,4.3,12.383870967741936
339,1990-12-06,9.5,1.0,5.3,4.3,12.164516096774195
340,1990-12-07,9.1,16.0,5.4,4.3,11.935483870967742
341,1990-12-08,9.2,22.0,5.4,4.3,11.941935483870969
342,1990-12-09,9.0,21.0,5.4,4.3,11.964516129032258
343,1990-12-10,9.1,26.0,5.4,4.3,11.97741935483871
344,1990-12-11,9.2,28.0,5.4,4.3,12.13483870967742
345,1990-12-12,9.0,23.0,5.4,4.3,12.118709677419353
346,1990-12-13,9.4,19.0,5.5,4.3,11.907096774193553
347,1990-12-14,9.6,5.0,5.7,4.5,11.741612903225803
348,1990-12-15,8.8,13.0,5.8,4.6,11.681290354838712
349,1990-12-16,8.9,16.0,5.8,4.6,11.494838677419356
350,1990-12-17,9.2,6.0,5.8,4.6,11.29677422580645
351,1990-12-18,8.9,9.0,5.9,4.7,11.11161287096774
352,1990-12-19,8.8,11.0,6.0,4.8,10.971290290322582
353,1990-12-20,8.9,5.0,6.1,4.9,10.52870964516129
354,1990-12-21,8.4,-10.0,6.4,5.0,10.06935487096774
355,1990-12-22,7.9,-17.0,6.4,5.0,9.471935483870968
356,1990-12-23,7.4,-19.0,6.4,5.0,9.038709677419353
357,1990-12-24,7.4,-3.0,6.4,5.0,8.599032258064517
358,1990-12-25,7.4,-2.0,6.4,5.0,8.226129032258063
359,1990-12-26,7.1,0.0,6.4,5.0,7.6977419354838705
360,1990-12-27,6.9,14.0,6.4,5.1,7.0525806451612905
361,1990-12-28,6.5,21.0,6.4,5.1,6.748709677419355
362,1990-12-29,6.4,8.0,6.4,5.1,6.5674193548387105
363,1990-12-30,6.3,6.0,6.4,5.1,6.378387096774192
364,1990-12-31,6.1,15.0,6.4,5.1,6.437741935483871
365,1991-01-01,6.1,17.0,6.4,5.1,6.43774193548387
366,1991-01-02,6.2,20.0,6.4,5.1,6.50225806451613
367,1991-01-03,6.1,23.0,6.4,5.1,6.673225806451614
368,1991-01-04,6.0,21.0,6.4,5.1,6.738387096774196
369,1991-01-05,6.2,15.0,6.5,5.1,6.955806451612904
370,1991-01-06,5.9,12.0,6.5,5.1,6.699032258064517
371,1991-01-07,5.9,15.0,6.5,5.1,6.110322580645163
372,1991-01-08,6.0,11.0,6.6,5.1,5.82193548387097
373,1991-01-09,5.9,14.0,6.6,5.1,5.57774193548387
374,1991-01-10,5.8,9.0,6.6,5.1,5.306451612903225
375,1991-01-11,5.8,8.0,6.6,5.1,5.2683870967741955
376,1991-01-12,5.7,15.0,6.6,5.2,5.232258064516129
377,1991-01-13,5.6,17.0,6.6,5.2,5.1654838709677415
378,1991-01-14,6.1,10.0,6.8,5.4,5.147419354838711
379,1991-01-15,6.0,11.0,6.9,5.5,5.056451612903225
380,1991-01-16,6.0,7.0,6.9,5.6,5.0367741935483865
381,1991-01-17,5.7,6.0,7.0,5.6,4.975483870967741
382,1991-01-18,5.4,11.0,7.0,5.6,4.791290322580646
383,1991-01-19,5.2,15.0,7.0,5.6,4.731612903225807
384,1991-01-20,5.5,-2.0,7.1,5.7,4.719032258064518
385,1991-01-21,4.8,1.0,7.1,5.7,4.551290322580646
386,1991-01-22,5.5,3.0,7.1,5.7,4.547419354838711
387,1991-01-23,5.9,2.0,7.1,5.7,4.535806451612903
388,1991-01-24,5.5,6.0,7.2,5.8,4.578709677419356
389,1991-01-25,5.6,4.0,7.3,5.9,4.540645161290323
390,1991-01-26,4.9,10.0,7.3,5.9,4.409677419354839
391,1991-01-27,4.9,6.0,7.4,6.0,4.40225806451613
392,1991-01-28,4.9,11.0,7.4,6.0,4.382903225806452
393,1991-01-29,5.3,-1.0,7.4,6.0,4.338709677419355
394,1991-01-30,4.9,12.0,7.5,6.1,4.33483870967742
395,1991-01-31,5.0,23.0,7.5,6.1,4.319032258064516
396,1991-02-01,4.8,25.0,7.5,6.1,4.593548387096775
397,1991-02-02,4.5,25.0,7.5,6.0,4.564516129032259
398,1991-02-03,4.4,16.0,7.5,6.0,4.433548387096775
399,1991-02-04,4.5,15.0,7.5,6.0,4.330000000000002
400,1991-02-05,4.3,21.0,7.5,6.0,4.29741935483871
401,1991-02-06,4.3,23.0,7.5,6.0,4.199354838709678
402,1991-02-07,4.2,25.0,7.5,6.0,4.207741935483873
403,1991-02-08,4.1,26.0,7.5,6.0,4.251612903225807
404,1991-02-09,4.0,18.0,7.5,6.0,4.272258064516128
405,1991-02-10,3.9,19.0,7.5,6.0,4.29258064516129
406,1991-02-11,3.9,20.0,7.5,6.0,4.220645161290323
407,1991-02-12,4.0,19.0,7.5,5.9,4.162903225806451
408,1991-02-13,5.5,15.0,7.8,6.2,4.158064516129032
409,1991-02-14,5.1,17.0,8.2,6.7,4.1329032258064515
410,1991-02-15,4.2,24.0,8.2,6.8,4.087096774193548
411,1991-02-16,4.0,24.0,8.2,6.8,4.080322580645161
412,1991-02-17,4.1,14.0,8.3,6.8,4.080967741935484
413,1991-02-18,4.0,5.0,8.4,7.0,4.10516129032258
414,1991-02-19,3.9,7.0,8.6,7.1,4.039354838709677
415,1991-02-20,3.9,19.0,8.6,7.2,4.045806451612902
416,1991-02-21,3.9,20.0,8.6,7.2,4.059354838709678
417,1991-02-22,3.7,26.0,8.6,7.2,4.023870967741936
418,1991-02-23,3.7,22.0,8.6,7.2,4.106129032258065
419,1991-02-24,3.7,10.0,8.6,7.2,4.148064516129033
420,1991-02-25,3.6,6.0,8.8,7.4,4.1325806451612905
421,1991-02-26,3.7,11.0,8.8,7.4,4.089677419354839
